doctor,patients_treated,total_appointments,avg_billing,no_shows
Stacy Stevens,1,0,8990.8,
Stacy Stewart,1,0,36339.82,
Stacy Sutton,1,0,35917.57,
Stacy Taylor,1,0,19649.86,
Stacy Valencia,1,0,26236.12,
Stacy White,1,0,11829.92,
Stacy Williams,1,0,20907.92,
Stacy Wilson,1,0,19641.07,
Stacy Zhang,1,0,48966.0,
Stanley Berry,1,0,28935.13,
Stanley Browning,1,0,42629.05,
Stanley Clark,1,0,2511.91,
Stanley Day,1,0,5822.93,
Stanley Edwards,1,0,13803.18,
Stanley Gray,1,0,41500.39,
Stanley Henson,1,0,9897.35,
Stanley Hubbard,1,0,34083.48,
Stanley Kim,1,0,32576.29,
Stanley King,1,0,43973.73,
Stanley Long,1,0,25387.94,
Stanley Mckenzie,1,0,42445.93,
Stanley Moreno,1,0,5624.29,
Stanley Murray,1,0,8263.7,
Stanley Newman,1,0,26905.48,
Stanley Reed,1,0,9824.07,
Stanley Sanford,1,0,26798.34,
Stanley Smith,1,0,11402.0,
Stanley Thompson,1,0,38766.98,
Stefanie Bridges,2,0,37147.52,
Stefanie Hendricks,1,0,37503.83,
Stefanie Howard,1,0,29993.38,
Stefanie King,1,0,40069.55,
Stefanie Lawson,1,0,36029.11,
Stefanie Martinez,1,0,15648.79,
Stefanie Meyer,1,0,3847.97,
Stefanie Mitchell,2,0,19271.44,
Stefanie Rogers,1,0,45618.05,
Stefanie Wilson,1,0,36170.87,
Stephanie Aguirre,1,0,30745.85,
Stephanie Alexander,1,0,9322.81,
Stephanie Allen,2,0,22180.31,
Stephanie Alvarez,1,0,24347.42,
Stephanie Anderson,4,0,29585.3,
Stephanie Armstrong,1,0,27661.48,
Stephanie Arnold,1,0,6430.39,
Stephanie Arroyo,1,0,35472.36,
Stephanie Austin,2,0,7978.28,
Stephanie Bailey,2,0,29634.91,
Stephanie Baker,1,0,27608.2,
Stephanie Baldwin,1,0,32931.75,
Stephanie Barker,1,0,5305.71,
Stephanie Barnett,1,0,18771.01,
Stephanie Barry,1,0,42068.09,
Stephanie Bass,2,0,18325.94,
Stephanie Bates,1,0,36994.36,
Stephanie Berg,1,0,29398.44,
Stephanie Bowman,3,0,8471.9,
Stephanie Boyd,2,0,8818.03,
Stephanie Boyle,2,0,19812.85,
Stephanie Bradley,1,0,36314.39,
Stephanie Brandt,1,0,31621.71,
Stephanie Brewer,1,0,6210.05,
Stephanie Brown,5,0,33775.03,
Stephanie Buckley,1,0,43821.63,
Stephanie Burke,1,0,46759.59,
Stephanie Butler,1,0,9629.72,
Stephanie Calderon,1,0,4123.95,
Stephanie Cantrell,1,0,41099.31,
Stephanie Cardenas,1,0,6689.79,
Stephanie Carpenter,1,0,40557.07,
Stephanie Casey,2,0,34051.27,
Stephanie Castillo,1,0,43092.43,
Stephanie Castro,1,0,41618.99,
Stephanie Chan,2,0,33989.54,
Stephanie Chavez,1,0,24549.24,
Stephanie Christensen,1,0,12430.17,
Stephanie Cisneros,1,0,23670.49,
Stephanie Clark,2,0,28274.38,
Stephanie Clarke,1,0,41815.19,
Stephanie Clements,1,0,30437.0,
Stephanie Cole,1,0,31266.17,
Stephanie Cook,1,0,3105.6,
Stephanie Cox,3,0,13792.42,
Stephanie Cross,1,0,11929.05,
Stephanie Cruz,1,0,28737.23,
Stephanie Cunningham,1,0,31903.14,
Stephanie Curry,1,0,14695.31,
Stephanie Davis,7,0,21021.75,
Stephanie Dawson,1,0,48873.65,
Stephanie Delacruz,1,0,47866.97,
Stephanie Deleon,1,0,34360.0,
Stephanie Delgado,1,0,22837.54,
Stephanie Diaz,1,0,2500.68,
Stephanie Dillon,1,0,6890.12,
Stephanie Duran DDS,1,0,29868.46,
Stephanie Elliott,1,0,28401.46,
Stephanie Everett,1,0,33335.92,
Stephanie Farley,1,0,17391.21,
Stephanie Farmer,1,0,5164.54,
Stephanie Ferguson,2,0,19729.17,
Stephanie Fernandez,3,0,9559.99,
Stephanie Fleming,2,0,12897.81,
Stephanie Flores,1,0,50926.21,
Stephanie Ford,1,0,36524.08,
Stephanie Frazier,2,0,14862.58,
Stephanie Gallegos,1,0,38397.29,
Stephanie Garcia,6,0,11442.83,
Stephanie Garza,1,0,23415.85,
Stephanie George,1,0,47389.27,
Stephanie Gibson,1,0,18527.05,
Stephanie Gomez,2,0,36734.64,
Stephanie Gonzalez,1,0,35436.94,
Stephanie Green,2,0,40939.79,
Stephanie Greene,1,0,47641.9,
Stephanie Griffin,2,0,41601.35,
Stephanie Hancock,1,0,7196.85,
Stephanie Hardy DDS,1,0,35752.29,
Stephanie Harris,2,0,11876.33,
Stephanie Harrison,1,0,40744.7,
Stephanie Hartman,1,0,7921.16,
Stephanie Harvey,1,0,16128.73,
Stephanie Hatfield,1,0,40024.94,
Stephanie Hawkins,1,0,42424.04,
Stephanie Henderson,2,0,46719.36,
Stephanie Hernandez,2,0,37283.14,
Stephanie Herrera,1,0,4415.75,
Stephanie Hicks,1,0,29867.31,
Stephanie Hill,1,0,24916.63,
Stephanie Hoffman,1,0,14986.02,
Stephanie Holloway,2,0,17682.81,
Stephanie Hood,1,0,10399.97,
Stephanie Hopkins,1,0,4478.27,
Stephanie Howard,1,0,6709.76,
Stephanie Hutchinson PhD,1,0,21103.62,
Stephanie Ibarra,2,0,20917.58,
Stephanie Ingram,3,0,31530.81,
Stephanie Jacobson,1,0,27302.14,
Stephanie James,1,0,24030.79,
Stephanie Johnson,2,0,26580.38,
Stephanie Jones,4,0,20064.54,
Stephanie Joseph,1,0,45668.84,
Stephanie Kelley,2,0,21908.88,
Stephanie Kemp,1,0,29493.72,
Stephanie Kent,1,0,8165.7,
Stephanie King,1,0,11782.26,
Stephanie Knox,1,0,25488.96,
Stephanie Koch,1,0,12474.37,
Stephanie Kramer,1,0,33211.3,
Stephanie Lamb,1,0,40960.96,
Stephanie Larson,1,0,7283.85,
Stephanie Lee,1,0,45813.11,
Stephanie Lewis,6,0,22062.73,
Stephanie Little,1,0,15409.37,
Stephanie Lopez,3,0,44157.5,
Stephanie Love,1,0,37251.78,
Stephanie Lowery MD,1,0,5317.13,
Stephanie Macdonald,1,0,43824.33,
Stephanie Maldonado,2,0,5796.19,
Stephanie Malone,2,0,21138.98,
Stephanie Mann,1,0,18237.72,
Stephanie Marks,1,0,46007.18,
Stephanie Marsh,1,0,17607.35,
Stephanie Marshall,1,0,26664.5,
Stephanie Mata,1,0,17089.99,
Stephanie Mathis,2,0,18028.21,
Stephanie Maynard,1,0,34345.91,
Stephanie Mays,1,0,18263.82,
Stephanie Mccarthy,1,0,699.76,
Stephanie Mckinney,1,0,6806.74,
Stephanie Meadows,2,0,43070.75,
Stephanie Mejia,2,0,41018.63,
Stephanie Melendez,2,0,6646.56,
Stephanie Middleton,2,0,34492.68,
Stephanie Miller,1,0,18483.21,
Stephanie Mitchell,1,0,25842.39,
Stephanie Moore,5,0,28851.53,
Stephanie Morales,1,0,8246.16,
Stephanie Morgan,1,0,45770.73,
Stephanie Morris,1,0,27083.12,
Stephanie Morrison,1,0,26828.83,
Stephanie Morton,1,0,9342.49,
Stephanie Mullen,1,0,14645.36,
Stephanie Munoz,1,0,42016.66,
Stephanie Navarro,1,0,23498.27,
Stephanie Nelson,1,0,20691.27,
Stephanie Newman,1,0,23686.34,
Stephanie Newton,1,0,1799.82,
Stephanie Obrien,4,0,34932.84,
Stephanie Owen,1,0,33362.42,
Stephanie Owens,3,0,13647.55,
Stephanie Pace,1,0,38367.68,
Stephanie Pacheco,1,0,18204.85,
Stephanie Parker,1,0,12667.08,
Stephanie Patel,1,0,27268.05,
Stephanie Paul,1,0,19685.03,
Stephanie Payne,2,0,40612.81,
Stephanie Pena,1,0,20756.3,
Stephanie Perry,1,0,8462.8,
Stephanie Petty,1,0,43174.11,
Stephanie Pham,1,0,20975.95,
Stephanie Phillips,2,0,10062.37,
Stephanie Pope,1,0,38846.9,
Stephanie Porter,2,0,11726.63,
Stephanie Powell,2,0,21536.35,
Stephanie Quinn,1,0,10715.17,
Stephanie Ramirez,2,0,30951.78,
Stephanie Reyes,1,0,39041.63,
Stephanie Reynolds,2,0,27947.99,
Stephanie Richards,1,0,10178.42,
Stephanie Rios,1,0,11329.15,
Stephanie Rivera,2,0,17045.16,
Stephanie Robinson,3,0,30248.31,
Stephanie Rodriguez,1,0,17846.35,
Stephanie Rogers,2,0,32305.22,
Stephanie Rubio,1,0,33605.6,
Stephanie Sanchez,1,0,25033.62,
Stephanie Sandoval PhD,1,0,5389.18,
Stephanie Schaefer,1,0,4847.82,
Stephanie Schultz,1,0,39403.6,
Stephanie Scott,1,0,28030.7,
Stephanie Shepard,1,0,23175.5,
Stephanie Silva,1,0,39571.99,
Stephanie Sims,1,0,48004.48,
Stephanie Singh,1,0,25918.71,
Stephanie Skinner,1,0,20445.67,
Stephanie Smith,10,0,31524.93,
Stephanie Spears,1,0,27575.59,
Stephanie Spencer,2,0,28181.45,
Stephanie Stewart,3,0,20543.87,
Stephanie Suarez,1,0,14170.94,
Stephanie Sweeney,2,0,27892.09,
Stephanie Taylor,5,0,18984.97,
Stephanie Thomas,1,0,13167.85,
Stephanie Thomas DDS,1,0,35626.74,
Stephanie Thompson,2,0,7372.16,
Stephanie Torres,2,0,21521.34,
Stephanie Tran,1,0,35344.93,
Stephanie Travis,1,0,28460.7,
Stephanie Tucker,1,0,24057.52,
Stephanie Turner,2,0,21968.69,
Stephanie Underwood,1,0,14394.56,
Stephanie Valentine,1,0,27077.57,
Stephanie Vance,1,0,34270.34,
Stephanie Vazquez,1,0,18808.62,
Stephanie Walker,1,0,9872.62,
Stephanie Wallace,3,0,9507.67,
Stephanie Walsh,1,0,2016.35,
Stephanie Warner,1,0,7147.47,
Stephanie Watson,1,0,17841.89,
Stephanie Weber,1,0,36931.83,
Stephanie Weeks,1,0,30735.95,
Stephanie Welch,1,0,23303.27,
Stephanie Wells,1,0,47484.23,
Stephanie West,2,0,28242.6,
Stephanie Wheeler,1,0,42546.89,
Stephanie White,2,0,43218.26,
Stephanie Whitney,1,0,50944.35,
Stephanie Wilcox,1,0,5648.18,
Stephanie Williams,9,0,23995.04,
Stephanie Wilson,2,0,28826.27,
Stephanie Wolf,1,0,45812.96,
Stephanie Wolfe,1,0,20010.56,
Stephanie Woodard,1,0,30081.6,
Stephanie Young,3,0,23337.44,
Stephen Adams,1,0,5065.79,
Stephen Adkins,1,0,24863.97,
Stephen Atkinson,1,0,32552.42,
Stephen Austin,1,0,30523.02,
Stephen Bailey,3,0,29517.79,
Stephen Baker,1,0,23611.25,
Stephen Ball,1,0,8520.23,
Stephen Beck,1,0,2503.98,
Stephen Becker,1,0,27068.89,
Stephen Bell,1,0,8960.21,
Stephen Berg,2,0,20902.26,
Stephen Berry,1,0,23312.29,
Stephen Black,1,0,44113.36,
Stephen Blackwell,1,0,32229.82,
Stephen Bond,1,0,32625.86,
Stephen Bradford,1,0,17981.59,
Stephen Brooks,1,0,6506.26,
Stephen Brown,3,0,19184.31,
Stephen Burke,1,0,25118.95,
Stephen Burnett,1,0,31905.0,
Stephen Burton,2,0,29970.33,
Stephen Carlson,2,0,22135.75,
Stephen Carr,1,0,6733.99,
Stephen Casey,1,0,37426.88,
Stephen Chavez,1,0,50281.22,
Stephen Clark,2,0,36632.18,
Stephen Cochran,1,0,13236.43,
Stephen Cole,1,0,22929.09,
Stephen Coleman,1,0,15928.08,
Stephen Cordova,1,0,48400.12,
Stephen Davis,3,0,28824.62,
Stephen Decker,2,0,46087.19,
Stephen Deleon,1,0,11917.11,
Stephen Duncan,1,0,48936.52,
Stephen Edwards DDS,1,0,31004.54,
Stephen Ellison,1,0,19508.58,
Stephen Escobar,1,0,11604.27,
Stephen Evans,1,0,25425.76,
Stephen Ferguson,1,0,28639.35,
Stephen Fitzgerald,1,0,41758.5,
Stephen Flores,1,0,19398.9,
Stephen Garcia,2,0,30496.57,
Stephen Gates,2,0,17054.05,
Stephen George,1,0,39579.95,
Stephen Gibson,1,0,8115.72,
Stephen Gill,1,0,15088.81,
Stephen Gomez,1,0,25720.09,
Stephen Gonzalez,2,0,29848.58,
Stephen Gordon,2,0,13257.76,
Stephen Gould,1,0,50432.99,
Stephen Gray,3,0,42966.39,
Stephen Gregory,1,0,7964.24,
Stephen Griffin,2,0,14124.93,
Stephen Hardy,1,0,29844.49,
Stephen Harris,1,0,31206.41,
Stephen Harrison,1,0,10266.53,
Stephen Harvey,1,0,11936.74,
Stephen Hayes,1,0,34362.89,
Stephen Heath,1,0,21247.95,
Stephen Hebert,1,0,17282.89,
Stephen Hendrix,1,0,25276.62,
Stephen Hernandez,2,0,12409.42,
Stephen Hess,2,0,27623.7,
Stephen Holloway,2,0,41173.26,
Stephen Holt,1,0,35291.19,
Stephen Hood PhD,1,0,52102.24,
Stephen Hudson,2,0,36616.27,
Stephen Ibarra,1,0,48941.62,
Stephen Jensen,1,0,-614.95,
Stephen Jimenez,1,0,12372.37,
Stephen Johns,2,0,40610.12,
Stephen Johnson,1,0,8805.04,
Stephen Jones,3,0,19400.57,
Stephen Kelly,1,0,15509.07,
Stephen King,1,0,18177.41,
Stephen Larson,1,0,8533.53,
Stephen Lawson,1,0,10347.43,
Stephen Levy,1,0,-23.87,
Stephen Lewis,3,0,24100.59,
Stephen Lopez,1,0,45540.09,
Stephen Manning,1,0,33961.92,
Stephen Marquez,1,0,36943.95,
Stephen Martin,2,0,28585.13,
Stephen Maxwell,1,0,29166.47,
Stephen May,1,0,3949.83,
Stephen Mcdaniel,1,0,29370.77,
Stephen Mckenzie,2,0,24752.17,
Stephen Mejia,1,0,40672.39,
Stephen Miller,3,0,40363.34,
Stephen Mills,1,0,7109.58,
Stephen Moore,1,0,4507.81,
Stephen Munoz,1,0,5186.41,
Stephen Murray,3,0,28702.91,
Stephen Myers,1,0,34715.26,
Stephen Newton,1,0,16422.57,
Stephen Nguyen,2,0,26530.21,
Stephen Obrien,1,0,27875.16,
Stephen Oconnor,1,0,47477.13,
Stephen Olsen,2,0,42616.13,
Stephen Olson,1,0,20279.35,
Stephen Ortiz,1,0,43948.35,
Stephen Parsons,1,0,38654.2,
Stephen Patterson,1,0,11443.41,
Stephen Patton,1,0,26910.59,
Stephen Perkins,1,0,24551.26,
Stephen Perry,1,0,44950.3,
Stephen Phillips,2,0,37030.1,
Stephen Proctor,1,0,10747.01,
Stephen Ray,1,0,10515.77,
Stephen Riggs,1,0,26589.16,
Stephen Rios,1,0,44135.12,
Stephen Robbins,1,0,26813.36,
Stephen Robinson,3,0,29358.42,
Stephen Robles,1,0,7772.37,
Stephen Rodriguez,2,0,21861.55,
Stephen Rogers,2,0,42767.01,
Stephen Rosales,2,0,35452.11,
Stephen Ruiz,1,0,19699.0,
Stephen Salazar,3,0,33772.62,
Stephen Sampson,1,0,41050.95,
Stephen Sanchez DDS,1,0,24219.74,
Stephen Santana,1,0,47538.96,
Stephen Schaefer,2,0,27497.45,
Stephen Schultz,1,0,28720.01,
Stephen Shaw,1,0,41691.44,
Stephen Shields,1,0,41286.98,
Stephen Smith,2,0,43330.67,
Stephen Soto,1,0,40678.08,
Stephen Stanley,2,0,32722.4,
Stephen Steele,1,0,4816.35,
Stephen Stephenson,1,0,1603.93,
Stephen Stevens,1,0,43763.91,
Stephen Stokes,1,0,695.73,
Stephen Sweeney,1,0,2190.56,
Stephen Tate,1,0,10589.11,
Stephen Taylor,1,0,35758.98,
Stephen Terry,1,0,37709.14,
Stephen Torres,1,0,24454.36,
Stephen Tran,1,0,43103.63,
Stephen Turner,3,0,41191.28,
Stephen Turner MD,1,0,48818.18,
Stephen Tyler,1,0,46658.27,
Stephen Valencia,1,0,22239.38,
Stephen Vang,1,0,14046.07,
Stephen Vasquez,3,0,29200.34,
Stephen Vaughan,1,0,40526.67,
Stephen Walker,2,0,29761.88,
Stephen Wallace,3,0,42204.89,
Stephen Ward,1,0,26836.4,
Stephen Welch,1,0,15722.52,
Stephen White,2,0,22548.92,
Stephen Wiley,1,0,17592.89,
Stephen Williams,2,0,31299.21,
Stephen Wilson,2,0,37448.84,
Stephen Woods,1,0,20951.78,
Stephen Yates,1,0,33675.32,
Steve Adams,1,0,40104.84,
Steve Anderson,2,0,4795.51,
Steve Avila,1,0,23176.12,
Steve Baker,1,0,50277.91,
Steve Black,1,0,16193.95,
Steve Brown,1,0,42026.84,
Steve Carrillo,1,0,12025.18,
Steve Casey,1,0,28472.41,
Steve Cook,2,0,50613.34,
Steve Cunningham,1,0,8358.66,
Steve Elliott,2,0,12145.78,
Steve Goodwin,1,0,20595.39,
Steve Hester,1,0,49740.01,
Steve Hood,1,0,2284.43,
Steve Huang,1,0,2048.91,
Steve Hull,1,0,2160.97,
Steve Johnson,2,0,22271.08,
Steve Joseph,1,0,40981.02,
Steve Kelly,1,0,13192.83,
Steve King,1,0,16447.55,
Steve Lewis,2,0,38222.53,
Steve Mcdaniel,1,0,14301.72,
Steve Owens,1,0,48613.69,
Steve Phelps,1,0,33148.75,
Steve Potts,1,0,28932.92,
Steve Shaw,1,0,8125.59,
Steve Stephenson,1,0,36170.79,
Steve West,1,0,18325.94,
Steve Williams,1,0,17764.73,
Steven Adams,1,0,8521.21,
Steven Aguilar,2,0,27236.73,
Steven Allen,2,0,8147.51,
Steven Alvarado,2,0,37685.27,
Steven Anderson,2,0,7838.59,
Steven Atkins,1,0,5792.36,
Steven Bailey,4,0,27967.42,
Steven Baker,3,0,32974.61,
Steven Barber,1,0,22156.44,
Steven Barnett,1,0,11789.85,
Steven Barrera,1,0,9715.59,
Steven Beard,1,0,32120.72,
Steven Benson,1,0,47683.12,
Steven Black,1,0,18608.08,
Steven Blanchard,2,0,7148.11,
Steven Blanchard MD,1,0,45644.75,
Steven Boyle,1,0,14292.07,
Steven Bradley,2,0,7702.33,
Steven Brandt,1,0,44781.23,
Steven Brooks,2,0,28813.58,
Steven Brown,7,0,17153.52,
Steven Burgess,1,0,33834.66,
Steven Byrd,1,0,581.46,
Steven Carr,1,0,13768.02,
Steven Castaneda,1,0,38156.8,
Steven Castro,3,0,40258.99,
Steven Chambers,1,0,33745.32,
Steven Chavez,1,0,35687.15,
Steven Clark,1,0,7732.67,
Steven Clements,1,0,-230.58,
Steven Conley,1,0,18302.84,
Steven Cook,2,0,13143.82,
Steven Cooley,1,0,43620.33,
Steven Costa,2,0,15925.11,
Steven Craig,1,0,19049.89,
Steven Crane,1,0,49441.61,
Steven Crawford,2,0,29947.3,
Steven Davenport,1,0,47422.92,
Steven Davis,4,0,31116.84,
Steven Dawson,1,0,1456.26,
Steven Dixon,1,0,32905.48,
Steven Dominguez,1,0,11185.3,
Steven Douglas,1,0,43568.19,
Steven Duncan,1,0,44302.24,
Steven Eaton,1,0,3820.31,
Steven Edwards,3,0,15460.54,
Steven Ellis,2,0,12086.55,
Steven Esparza,1,0,32396.11,
Steven Fischer,1,0,7163.88,
Steven Fisher,4,0,30257.6,
Steven Fitzgerald,1,0,19099.41,
Steven Freeman,1,0,44530.45,
Steven Fuller,2,0,8660.72,
Steven Garcia,2,0,37399.27,
Steven George,1,0,30801.21,
Steven Gibbs,1,0,25615.67,
Steven Gibson,2,0,6443.35,
Steven Gonzalez,1,0,18068.48,
Steven Gordon,2,0,44062.54,
Steven Grant,1,0,33653.65,
Steven Gray,1,0,32741.36,
Steven Green,4,0,25714.31,
Steven Gross,1,0,39354.98,
Steven Guerrero,2,0,44956.7,
Steven Hall,1,0,2607.63,
Steven Hamilton,1,0,32694.23,
Steven Hancock,2,0,28518.91,
Steven Hansen,1,0,5184.79,
Steven Hardin,1,0,32721.06,
Steven Harmon,1,0,11481.13,
Steven Harper,2,0,36479.39,
Steven Harris,3,0,18190.55,
Steven Hart,1,0,37710.39,
Steven Hayden,1,0,44329.24,
Steven Henderson,1,0,46509.33,
Steven Henson,1,0,39742.29,
Steven Hernandez,2,0,42710.54,
Steven Herrera,1,0,41383.17,
Steven Hess,1,0,2647.69,
Steven Hester,1,0,35215.51,
Steven Hicks,1,0,27479.89,
Steven Hoover,1,0,47747.69,
Steven Horton,2,0,28343.44,
Steven Howard,1,0,15900.19,
Steven Hubbard,2,0,18137.82,
Steven Huff,1,0,31725.56,
Steven Hunt,2,0,21956.37,
Steven Ingram,2,0,24352.34,
Steven Jackson,1,0,17194.73,
Steven Jacobs,1,0,27449.73,
Steven James,2,0,34524.1,
Steven Jarvis,1,0,38378.08,
Steven Jennings,1,0,35144.07,
Steven Johnson,5,0,18453.54,
Steven Johnston,1,0,36520.39,
Steven Jones,5,0,30622.35,
Steven Jones Jr.,1,0,17411.87,
Steven Jordan,1,0,33716.04,
Steven Kelley,1,0,26754.59,
Steven Kim,1,0,43408.93,
Steven King,2,0,8567.61,
Steven Kirby,1,0,-97.85,
Steven Klein DVM,1,0,45095.64,
Steven Landry,2,0,7252.64,
Steven Larson,1,0,3302.56,
Steven Leblanc,1,0,6164.96,
Steven Lee,2,0,38773.97,
Steven Levy,1,0,6858.06,
Steven Lewis,2,0,13720.0,
Steven Lewis MD,1,0,23110.71,
Steven Lindsey,1,0,11087.15,
Steven Little,1,0,30134.5,
Steven Lloyd,1,0,36096.79,
Steven Lopez,4,0,31428.0,
Steven Lucas,1,0,8653.04,
Steven Lynn,1,0,46510.42,
Steven Lyons,1,0,17281.05,
Steven Mack,1,0,10871.62,
Steven Martinez,4,0,14239.25,
Steven Mason,1,0,23109.87,
Steven Maxwell,2,0,16065.07,
Steven May,2,0,43266.17,
Steven Mayer,1,0,38003.69,
Steven Mcdaniel,1,0,41502.73,
Steven Mcdonald,1,0,15034.9,
Steven Mcintyre,1,0,16108.19,
Steven Mckay,1,0,45498.65,
Steven Mclean,1,0,31694.78,
Steven Mcmillan,1,0,47798.14,
Steven Mendez,1,0,44893.34,
Steven Mendoza,1,0,22598.81,
Steven Mercado,3,0,22343.43,
Steven Merritt,1,0,37344.97,
Steven Miller,2,0,31418.63,
Steven Mills,1,0,2436.52,
Steven Mitchell,1,0,28898.96,
Steven Moore,2,0,36495.4,
Steven Morales,1,0,25857.54,
Steven Moran,1,0,39819.28,
Steven Moreno,1,0,4181.0,
Steven Morgan,2,0,29424.04,
Steven Moses,1,0,7600.11,
Steven Moyer,1,0,19560.73,
Steven Mueller,1,0,22765.69,
Steven Munoz,1,0,3342.63,
Steven Murphy,1,0,34865.48,
Steven Myers,1,0,1978.63,
Steven Nelson,1,0,19228.25,
Steven Newton,1,0,20912.47,
Steven Nichols,1,0,47674.49,
Steven Nicholson,2,0,6297.69,
Steven Obrien,2,0,34007.42,
Steven Olson,1,0,15384.68,
Steven Ortiz,3,0,26232.43,
Steven Owen,1,0,3283.21,
Steven Pacheco,1,0,29836.13,
Steven Padilla,2,0,33952.29,
Steven Palmer MD,1,0,8895.02,
Steven Parker,4,0,23081.96,
Steven Parrish,1,0,43862.62,
Steven Patel,1,0,40576.11,
Steven Patterson,4,0,27581.17,
Steven Paul,2,0,37560.31,
Steven Perkins,3,0,24091.7,
Steven Peters,1,0,17765.9,
Steven Peterson,1,0,25994.7,
Steven Phillips,1,0,26127.38,
Steven Pierce,1,0,30017.52,
Steven Pittman,1,0,48566.62,
Steven Pollard,1,0,42087.45,
Steven Porter,1,0,3932.79,
Steven Ramirez,1,0,50033.89,
Steven Randall,2,0,20236.55,
Steven Reed,1,0,22038.16,
Steven Riddle,1,0,11802.54,
Steven Riley,1,0,40588.05,
Steven Rios,1,0,11075.27,
Steven Rivas,1,0,34325.47,
Steven Roberts,1,0,27561.3,
Steven Robinson,2,0,48043.36,
Steven Rodriguez,3,0,17073.91,
Steven Rogers,3,0,36046.99,
Steven Romero,1,0,6247.17,
Steven Ross,1,0,10893.17,
Steven Russell,1,0,24560.72,
Steven Santos,1,0,33689.31,
Steven Schmidt,1,0,27627.95,
Steven Schwartz,1,0,17279.55,
Steven Scott,1,0,22913.25,
Steven Sexton,1,0,26749.1,
Steven Silva,1,0,47791.76,
Steven Simmons,2,0,37461.12,
Steven Simon,1,0,5149.46,
Steven Sloan,2,0,46533.43,
Steven Smith,6,0,24652.51,
Steven Snyder,1,0,20100.19,
Steven Stark,1,0,5966.86,
Steven Stephens,1,0,10565.59,
Steven Stephenson,1,0,48793.19,
Steven Stevens,1,0,28958.1,
Steven Stewart,1,0,4467.52,
Steven Strickland,1,0,39138.59,
Steven Sutton,1,0,19391.54,
Steven Taylor,2,0,19472.59,
Steven Thomas,4,0,27905.02,
Steven Thompson,1,0,35754.88,
Steven Tran,1,0,10249.04,
Steven Trujillo,1,0,38892.6,
Steven Turner,3,0,34752.59,
Steven Valdez,1,0,6338.34,
Steven Valentine,1,0,34329.9,
Steven Vasquez,1,0,49131.63,
Steven Vega,2,0,30943.6,
Steven Villegas,1,0,29040.33,
Steven Walker,1,0,14528.22,
Steven Walsh,1,0,48864.97,
Steven Walters,2,0,34895.49,
Steven Walton,1,0,19863.23,
Steven Warner,1,0,18467.88,
Steven Warren,1,0,46101.8,
Steven Watson,1,0,23550.72,
Steven Watts,1,0,44706.98,
Steven Webster,1,0,9164.26,
Steven Welch,2,0,27830.1,
Steven West,2,0,12268.91,
Steven Wheeler,1,0,21445.1,
Steven Williams,5,0,23331.33,
Steven Willis,1,0,45654.99,
Steven Wilson,1,0,43191.89,
Steven Wong,1,0,18455.42,
Steven Wright,2,0,29171.35,
Steven Young,1,0,30330.45,
Steven Yu,1,0,44330.95,
Steven Zhang,1,0,21316.71,
Steven Zimmerman,1,0,7989.2,
Stuart Cowan,1,0,35007.43,
Stuart Harris,1,0,19311.6,
Stuart Johnson,2,0,39776.67,
Stuart Knox,1,0,23276.12,
Stuart Lowe,1,0,49756.45,
Stuart Moore,1,0,39266.12,
Stuart Rivera,1,0,37102.43,
Stuart Walker,1,0,5885.53,
Stuart Watkins,1,0,41006.42,
Sue Bell,1,0,11539.12,
Sue Cooper,1,0,38677.56,
Sue Hicks,1,0,30889.79,
Sue Hodges,1,0,16712.4,
Sue Johnson,1,0,16876.85,
Sue Nguyen,2,0,46805.67,
Sue Ortiz,1,0,17993.55,
Sue Sherman,1,0,2709.62,
Sue Travis,1,0,7646.61,
Sue Valdez,1,0,8845.98,
Sue Wade,1,0,24164.08,
Sue Zimmerman,1,0,9293.88,
Summer Adams,1,0,31963.91,
Summer Ball,1,0,17514.19,
Summer Becker,2,0,45506.5,
Summer Fuller,1,0,41273.14,
Summer Gonzalez,1,0,20921.65,
Summer Hernandez,2,0,28540.92,
Summer Meyer,1,0,17980.08,
Summer Miller,1,0,1543.95,
Summer Smith,2,0,35080.97,
Summer Stevenson,1,0,32288.82,
Summer Ward,1,0,39958.21,
Susan Adkins,1,0,49216.39,
Susan Aguilar,1,0,29849.04,
Susan Alvarez,2,0,27664.57,
Susan Andersen,1,0,27859.46,
Susan Anderson,2,0,19635.44,
Susan Bailey,1,0,25570.31,
Susan Bates,1,0,41808.03,
Susan Bauer,1,0,9982.94,
Susan Beck,2,0,16572.98,
Susan Berg,1,0,20425.71,
Susan Bond,1,0,6920.27,
Susan Bradford,1,0,35098.39,
Susan Bradley,1,0,27133.56,
Susan Brandt,1,0,41036.37,
Susan Brennan,1,0,35315.36,
Susan Brown,2,0,28660.25,
Susan Caldwell,1,0,8953.64,
Susan Carter,2,0,26876.12,
Susan Castillo,1,0,35984.7,
Susan Chang,1,0,28020.3,
Susan Chapman,1,0,36598.3,
Susan Chavez,1,0,5597.15,
Susan Clark,1,0,28062.08,
Susan Coleman,1,0,40773.05,
Susan Collins,1,0,49814.31,
Susan Cooke,1,0,14691.04,
Susan Cox,1,0,441.34,
Susan Cummings,1,0,21918.31,
Susan Daniels,1,0,39015.86,
Susan Davis,2,0,7614.01,
Susan Dawson,1,0,48742.2,
Susan Diaz,1,0,2968.2,
Susan Dixon,1,0,19292.27,
